"지점","지점명","일시","기온(°C)","풍속(m/s)","풍향(16방위)","습도(%)","전운량(10분위)","dangjin"
"129","서산","2018-11-29 09:00","4","0.9","20","46","10","0"
"129","서산","2018-11-29 10:00","6.3","0.2","0","41","8","0"
"129","서산","2018-11-29 11:00","7.5","1","20","36","9","0"
"129","서산","2018-11-29 12:00","7.5","1","290","48","10","0"
"129","서산","2018-11-29 13:00","8.2","0.7","360","45","9","0"
"129","서산","2018-11-29 14:00","7.8","2.1","360","45","10","25"
"129","서산","2018-11-29 15:00","8","1","20","44","9","100"
"129","서산","2018-11-29 16:00","7.7","1.4","360","49","9","106"
"129","서산","2018-11-29 17:00","7.1","1.4","20","50","10","101"
"129","서산","2018-11-29 18:00","6.2","1.5","20","53","10","88"
"129","서산","2018-11-29 19:00","5.4","1.6","20","54","4","60"
"129","서산","2018-11-29 20:00","5","1.5","20","52","6","42"
"129","서산","2018-11-29 21:00","4","1","20","58","0","7"
"129","서산","2018-11-29 22:00","3.3","0.9","20","63","0","0"
"129","서산","2018-11-29 23:00","2.6","1.1","20","66","0","0"
"129","서산","2018-11-30 00:00","0.6","0.2","0","78","0","0"
"129","서산","2018-11-30 01:00","1.9","1","20","77","0","0"
"129","서산","2018-11-30 02:00","0.5","0.8","20","81","0","0"
"129","서산","2018-11-30 03:00","1","0.7","20","76","0","0"
"129","서산","2018-11-30 04:00","-1","0.5","360","86","0","0"
"129","서산","2018-11-30 05:00","-1.5","0","0","88","0","0"
"129","서산","2018-11-30 06:00","-0.4","1.1","20","87","0","0"
"129","서산","2018-11-30 07:00","-1.4","0.8","20","88","0","0"
"129","서산","2018-11-30 08:00","-1.2","0.4","0","87","0","0"
"129","서산","2018-11-30 09:00","1.6","0","0","77","0","0"
"129","서산","2018-11-30 10:00","4.5","1.3","20","49","0","0"
"129","서산","2018-11-30 11:00","6.4","1","340","53","1","0"
"129","서산","2018-11-30 12:00","7.2","1.5","320","49","0","0"
"129","서산","2018-11-30 13:00","7.9","0.9","360","45","1","0"
"129","서산","2018-11-30 14:00","8.8","1.4","20","43","0","139"
"129","서산","2018-11-30 15:00","8.7","2","360","42","0","363"
"129","서산","2018-11-30 16:00","8.1","2","360","41","0","535"
"129","서산","2018-11-30 17:00","6.4","1.6","360","48","1","632"
"129","서산","2018-11-30 18:00","4.3","0.9","340","54","1","677"
"129","서산","2018-11-30 19:00","3.8","0.2","0","52","7","655"
"129","서산","2018-11-30 20:00","1.9","1.3","50","66","0","561"
"129","서산","2018-11-30 21:00","1.4","1","50","66","1","291"
"129","서산","2018-11-30 22:00","0","0.5","20","80","4","41"
"129","서산","2018-11-30 23:00","0","0","0","81","7","0"
"129","서산","2018-12-01 00:00","-0.5","0.8","20","81","8","0"
"129","서산","2018-12-01 01:00","-0.4","0.1","0","83","6","0"
"129","서산","2018-12-01 02:00","-0.1","0.3","0","82","9","0"
"129","서산","2018-12-01 03:00","-0.1","0.9","20","85","10","0"
"129","서산","2018-12-01 04:00","-0.3","0","0","85","9","0"
"129","서산","2018-12-01 05:00","-0.8","0.2","0","89","7","0"
"129","서산","2018-12-01 06:00","-0.2","1.1","50","87","10","0"
"129","서산","2018-12-01 07:00","-0.6","0.1","0","88","9","0"
"129","서산","2018-12-01 08:00","0.1","0.3","0","88","10","0"
"129","서산","2018-12-01 09:00","2.9","0.6","360","79","10","0"
"129","서산","2018-12-01 10:00","5.1","1.1","20","68","10","0"
"129","서산","2018-12-01 11:00","8.6","2","20","53","8","0"
"129","서산","2018-12-01 12:00","9.7","1.9","20","55","7","0"
"129","서산","2018-12-01 13:00","9.9","2.1","20","56","7","0"
"129","서산","2018-12-01 14:00","10.8","1.7","20","55","6","7"
"129","서산","2018-12-01 15:00","11.1","1.3","360","53","4","125"
"129","서산","2018-12-01 16:00","10.4","1.7","20","53","5","213"
"129","서산","2018-12-01 17:00","8.9","1.3","50","59","6","390"
"129","서산","2018-12-01 18:00","7.3","0.9","50","66","6","626"
"129","서산","2018-12-01 19:00","5.8","0.9","20","72","6","630"
"129","서산","2018-12-01 20:00","3.8","0.8","20","80","6","535"
"129","서산","2018-12-01 21:00","3.5","0.8","50","79","6","256"
"129","서산","2018-12-01 22:00","4.5","1.1","20","71","6","46"
"129","서산","2018-12-01 23:00","3.8","1","20","76","8","0"
"129","서산","2018-12-02 00:00","4","1.3","20","72","8","0"
"129","서산","2018-12-02 01:00","3.9","1.4","20","69","0","0"
"129","서산","2018-12-02 02:00","3.4","1","20","70","0","0"
"129","서산","2018-12-02 03:00","1","0","0","81","0","0"
"129","서산","2018-12-02 04:00","0.9","0.7","50","84","0","0"
"129","서산","2018-12-02 05:00","0.9","0.7","360","84","0","0"
"129","서산","2018-12-02 06:00","1.2","1","20","87","8","0"
"129","서산","2018-12-02 07:00","3.2","0.5","50","80","9","0"
"129","서산","2018-12-02 08:00","5.3","0.8","20","66","9","0"
"129","서산","2018-12-02 09:00","6.8","1.2","20","66","8","0"
"129","서산","2018-12-02 10:00","10.5","0.7","360","56","6","0"
"129","서산","2018-12-02 11:00","12.2","1","50","52","8","0"
"129","서산","2018-12-02 12:00","12.9","1.1","20","50","10","0"
"129","서산","2018-12-02 13:00","13.7","1.8","20","49","9","0"
"129","서산","2018-12-02 14:00","15.4","0.8","50","45","8","40"
"129","서산","2018-12-02 15:00","15.6","1.1","360","46","8","241"
"129","서산","2018-12-02 16:00","14.7","1.2","50","50","7","246"
"129","서산","2018-12-02 17:00","13.5","1.3","20","53","8","175"
"129","서산","2018-12-02 18:00","12.2","1.5","20","59","8","153"
"129","서산","2018-12-02 19:00","12.3","2.7","50","57","9","224"
"129","서산","2018-12-02 20:00","12.4","2.8","50","56","9","291"
"129","서산","2018-12-02 21:00","12.4","1.3","50","55","8","137"
"129","서산","2018-12-02 22:00","11.2","0.7","360","63","10","40"
"129","서산","2018-12-02 23:00","10.5","1.5","20","78","9","0"
"129","서산","2018-12-03 00:00","11","1.1","20","75","10","0"
"129","서산","2018-12-03 01:00","11.6","1.2","20","67","8","0"
"129","서산","2018-12-03 02:00","10.9","0.9","360","71","6","0"
"129","서산","2018-12-03 03:00","10.9","0.5","360","75","7","0"
"129","서산","2018-12-03 04:00","10.5","1","50","94","10","0"
"129","서산","2018-12-03 05:00","10.3","0.3","0","97","10","0"
"129","서산","2018-12-03 06:00","11.3","0.9","320","97","10","0"
"129","서산","2018-12-03 07:00","11.4","0.4","0","97","8","0"
"129","서산","2018-12-03 08:00","11.5","0.3","0","97","7","0"
"129","서산","2018-12-03 09:00","12","0.6","20","97","8","0"
"129","서산","2018-12-03 10:00","14.2","1.8","290","97","9","0"
"129","서산","2018-12-03 11:00","14","2.1","200","97","8","0"
"129","서산","2018-12-03 12:00","14.3","4.3","290","97","9","0"
"129","서산","2018-12-03 13:00","13.6","4.2","340","97","9","0"
"129","서산","2018-12-03 14:00","14","2.8","320","97","10","0"
"129","서산","2018-12-03 15:00","13.8","2.5","250","97","10","1"
"129","서산","2018-12-03 16:00","13.9","3.8","290","97","10","36"
"129","서산","2018-12-03 17:00","13.6","2.9","290","97","10","0"
"129","서산","2018-12-03 18:00","13.4","1.3","340","97","6","11"
"129","서산","2018-12-03 19:00","13.1","1.3","270","97","9","20"
"129","서산","2018-12-03 20:00","13.1","1.3","250","97","8","1"
"129","서산","2018-12-03 21:00","12.9","0.9","340","97","9","0"
"129","서산","2018-12-03 22:00","12.5","1.4","360","97","10","0"
"129","서산","2018-12-03 23:00","11.5","2.1","360","97","9","0"
"129","서산","2018-12-04 00:00","11.2","1.5","360","97","10","0"
"129","서산","2018-12-04 01:00","11.3","0.6","70","97","10","0"
"129","서산","2018-12-04 02:00","11","2.2","360","97","10","0"
"129","서산","2018-12-04 03:00","10.9","0.1","0","97","10","0"
"129","서산","2018-12-04 04:00","10.6","3.1","360","97","10","0"
"129","서산","2018-12-04 05:00","9.9","4.8","340","97","10","0"
"129","서산","2018-12-04 06:00","9.7","2.5","360","97","10","0"
"129","서산","2018-12-04 07:00","9.5","1.6","360","97","10","0"
"129","서산","2018-12-04 08:00","9.4","2.1","360","94","10","0"
"129","서산","2018-12-04 09:00","9.3","1","360","94","","0"
"129","서산","2018-12-04 10:00","9.4","3.1","360","92","10","0"
"129","서산","2018-12-04 11:00","9.5","4.3","340","86","","0"
"129","서산","2018-12-04 12:00","9.2","4.9","340","82","9","0"
"129","서산","2018-12-04 13:00","8.7","4.8","340","82","9","0"
"129","서산","2018-12-04 14:00","7.9","5.3","340","79","9","0"
"129","서산","2018-12-04 15:00","8.7","5","340","70","5","21"
"129","서산","2018-12-04 16:00","8.3","4.4","360","57","0","54"
"129","서산","2018-12-04 17:00","7.4","2.7","360","57","1","66"
"129","서산","2018-12-04 18:00","7.3","3.7","340","43","5","157"
"129","서산","2018-12-04 19:00","6.7","3","340","44","5","347"
"129","서산","2018-12-04 20:00","5.7","3.6","340","47","6","415"
"129","서산","2018-12-04 21:00","4.9","4","360","52","7","241"
"129","서산","2018-12-04 22:00","3.8","3","340","56","6","47"
"129","서산","2018-12-04 23:00","3","4.3","360","54","6","0"
"129","서산","2018-12-05 00:00","2.5","3.1","360","56","6","0"
"129","서산","2018-12-05 01:00","1.6","3.3","360","59","4","0"
"129","서산","2018-12-05 02:00","1.5","3.6","360","49","5","0"
"129","서산","2018-12-05 03:00","0.3","1.4","50","60","0","0"
"129","서산","2018-12-05 04:00","0.4","2.5","360","55","0","0"
"129","서산","2018-12-05 05:00","-0.3","1.9","20","57","0","0"
"129","서산","2018-12-05 06:00","-0.8","2","360","52","0","0"
"129","서산","2018-12-05 07:00","-1.1","1.7","20","53","0","0"
"129","서산","2018-12-05 08:00","-0.8","3.1","360","43","3","0"
"129","서산","2018-12-05 09:00","-0.2","2.2","20","49","5","0"
"129","서산","2018-12-05 10:00","0.9","3.1","360","44","0","0"
"129","서산","2018-12-05 11:00","2.6","3.1","360","35","5","0"
"129","서산","2018-12-05 12:00","2","2.8","20","39","9","0"
"129","서산","2018-12-05 13:00","2.3","2.8","360","44","9","0"
"129","서산","2018-12-05 14:00","3.1","3","360","45","9","138"
"129","서산","2018-12-05 15:00","3.5","2.5","360","44","9","339"
"129","서산","2018-12-05 16:00","3.6","3.5","360","46","6","403"
"129","서산","2018-12-05 17:00","2.5","3.2","360","53","4","210"
"129","서산","2018-12-05 18:00","1.5","1.4","20","58","7","396"
"129","서산","2018-12-05 19:00","1.4","1.5","20","55","10","475"
"129","서산","2018-12-05 20:00","1.7","2.4","360","55","10","357"
"129","서산","2018-12-05 21:00","1.9","1.9","20","56","10","202"
"129","서산","2018-12-05 22:00","2.3","2.4","360","57","10","55"
"129","서산","2018-12-05 23:00","2.7","2.3","20","52","10","0"
"129","서산","2018-12-06 00:00","2.4","1.9","360","52","10","0"
"129","서산","2018-12-06 01:00","2.6","1.4","360","55","10","0"
"129","서산","2018-12-06 02:00","2.9","1.2","340","52","10","0"
"129","서산","2018-12-06 03:00","2.5","1.2","360","66","10","0"
"129","서산","2018-12-06 04:00","0.6","1.5","20","92","10","0"
"129","서산","2018-12-06 05:00","0.4","1.1","20","97","10","0"
"129","서산","2018-12-06 06:00","0.5","0.5","20","97","10","0"
"129","서산","2018-12-06 07:00","0.6","0.6","20","97","10","0"
"129","서산","2018-12-06 08:00","0.7","0.9","340","97","10","0"
"129","서산","2018-12-06 09:00","1.4","0.9","20","96","10","0"
"129","서산","2018-12-06 10:00","2","0.4","0","87","10","0"
"129","서산","2018-12-06 11:00","2.7","0.8","340","86","8","0"
"129","서산","2018-12-06 12:00","5","2.6","360","71","8","0"
"129","서산","2018-12-06 13:00","6.2","2.3","360","57","4","0"
"129","서산","2018-12-06 14:00","7.2","3.3","340","56","2","24"
"129","서산","2018-12-06 15:00","6.8","4.2","340","40","3","27"
"129","서산","2018-12-06 16:00","6.1","3.4","360","49","2","239"
"129","서산","2018-12-06 17:00","5.1","2.1","340","52","5","378"
"129","서산","2018-12-06 18:00","4.4","1.2","340","53","10","502"
"129","서산","2018-12-06 19:00","4.1","1.2","270","58","10","562"
"129","서산","2018-12-06 20:00","3.6","5.3","360","83","10","522"
"129","서산","2018-12-06 21:00","3.2","5","360","63","10","220"
"129","서산","2018-12-06 22:00","3.2","5.9","340","61","10","39"
"129","서산","2018-12-06 23:00","2.5","6.3","340","55","10","0"
"129","서산","2018-12-07 00:00","1.4","5.5","360","54","9","0"
"129","서산","2018-12-07 01:00","0.3","5.8","340","53","8","0"
"129","서산","2018-12-07 02:00","-0.8","6.9","340","57","10","0"
"129","서산","2018-12-07 03:00","-1.7","5.6","340","54","10","0"
"129","서산","2018-12-07 04:00","-2.4","6.9","340","54","8","0"
"129","서산","2018-12-07 05:00","-3.2","6.6","340","52","10","0"
"129","서산","2018-12-07 06:00","-3.6","3.4","340","52","10","0"
"129","서산","2018-12-07 07:00","-4.1","4","360","52","9","0"
"129","서산","2018-12-07 08:00","-4.4","4.6","360","54","4","0"
"129","서산","2018-12-07 09:00","-4.3","5","360","55","6","0"
"129","서산","2018-12-07 10:00","-4.3","4.9","360","55","8","0"
"129","서산","2018-12-07 11:00","-4.3","4.8","360","52","8","0"
"129","서산","2018-12-07 12:00","-3.6","5.1","360","50","5","0"
"129","서산","2018-12-07 13:00","-3.2","4.8","360","50","8","0"
"129","서산","2018-12-07 14:00","-3.6","4.8","360","52","8","26"
"129","서산","2018-12-07 15:00","-3.7","4.5","340","53","9","131"
"129","서산","2018-12-07 16:00","-4","4.1","360","59","10","401"
"129","서산","2018-12-07 17:00","-3.7","4.6","340","56","10","545"
"129","서산","2018-12-07 18:00","-3.9","4.5","360","58","10","495"
"129","서산","2018-12-07 19:00","-4.3","5.2","360","48","10","505"
"129","서산","2018-12-07 20:00","-4.3","5","360","49","9","276"
"129","서산","2018-12-07 21:00","-4","5.1","340","54","10","119"
"129","서산","2018-12-07 22:00","-4","3.5","360","59","10","7"
"129","서산","2018-12-07 23:00","-3.9","3.5","360","66","10","0"
"129","서산","2018-12-08 00:00","-4.8","1.9","20","79","10","0"
"129","서산","2018-12-08 01:00","-4.8","3.4","360","68","10","0"
"129","서산","2018-12-08 02:00","-7","2.2","20","86","10","0"
"129","서산","2018-12-08 03:00","-7.5","2.8","20","72","10","0"
"129","서산","2018-12-08 04:00","-8.1","1.5","20","81","9","0"
"129","서산","2018-12-08 05:00","-8.2","1.6","20","87","9","0"
"129","서산","2018-12-08 06:00","-7.6","2","20","85","9","0"
"129","서산","2018-12-08 07:00","-7.5","3","20","70","10","0"
"129","서산","2018-12-08 08:00","-8.3","2.4","20","59","7","0"
"129","서산","2018-12-08 09:00","-7.6","2.4","20","53","1","0"
"129","서산","2018-12-08 10:00","-6.7","2.6","20","50","2","0"
"129","서산","2018-12-08 11:00","-6.4","2.9","20","48","4","0"
"129","서산","2018-12-08 12:00","-5.4","3.9","360","52","6","0"
"129","서산","2018-12-08 13:00","-5.1","3","20","54","7","0"
"129","서산","2018-12-08 14:00","-4.3","2.6","20","56","6","138"
"129","서산","2018-12-08 15:00","-3.9","3","360","56","6","355"
"129","서산","2018-12-08 16:00","-4.4","1.8","360","55","6","521"
"129","서산","2018-12-08 17:00","-4.4","1.6","20","60","9","614"
"129","서산","2018-12-08 18:00","-3.7","2.1","360","62","10","675"
"129","서산","2018-12-08 19:00","-3.3","0.7","360","64","8","615"
"129","서산","2018-12-08 20:00","-3.5","3.3","340","76","5","581"
"129","서산","2018-12-08 21:00","-3.2","3.4","360","73","10","252"
"129","서산","2018-12-08 22:00","-3.4","4.2","360","71","10","24"
"129","서산","2018-12-08 23:00","-3.3","4.4","360","64","10","0"
"129","서산","2018-12-09 00:00","-4.5","3.9","360","67","5","0"
"129","서산","2018-12-09 01:00","-5.1","3.7","360","65","7","0"
"129","서산","2018-12-09 02:00","-5.9","3.8","360","60","10","0"
"129","서산","2018-12-09 03:00","-7.3","2.2","20","59","7","0"
"129","서산","2018-12-09 04:00","-7.7","2.3","20","60","5","0"
"129","서산","2018-12-09 05:00","-7.9","1.7","20","61","6","0"
"129","서산","2018-12-09 06:00","-7.9","1.7","20","64","1","0"
"129","서산","2018-12-09 07:00","-8.1","1.5","360","59","0","0"
"129","서산","2018-12-09 08:00","-9","0.8","50","70","0","0"
"129","서산","2018-12-09 09:00","-6.7","1.6","20","57","2","0"
"129","서산","2018-12-09 10:00","-4","2.5","360","46","2","0"
"129","서산","2018-12-09 11:00","-3.4","2.9","360","41","2","0"
"129","서산","2018-12-09 12:00","-2.8","3.5","20","36","0","0"
"129","서산","2018-12-09 13:00","-2.4","2.9","20","31","2","0"
"129","서산","2018-12-09 14:00","-1.9","2.5","360","34","1","139"
"129","서산","2018-12-09 15:00","-2.3","2.9","360","37","8","386"
"129","서산","2018-12-09 16:00","-2.4","2.6","360","40","5","569"
"129","서산","2018-12-09 17:00","-2.9","2","20","43","10","680"
"129","서산","2018-12-09 18:00","-3.5","1.4","20","44","10","726"
"129","서산","2018-12-09 19:00","-3.6","0.5","20","45","10","711"
"129","서산","2018-12-09 20:00","-4","0.5","50","50","7","618"
"129","서산","2018-12-09 21:00","-4.8","0.9","20","52","5","238"
"129","서산","2018-12-09 22:00","-5.1","0.9","20","50","0","36"
"129","서산","2018-12-09 23:00","-5.4","1","20","51","0","0"
"129","서산","2018-12-10 00:00","-5.5","1.1","20","52","0","0"
"129","서산","2018-12-10 01:00","-5.2","1.4","20","51","0","0"
"129","서산","2018-12-10 02:00","-5.3","1.5","20","46","0","0"
"129","서산","2018-12-10 03:00","-5.1","1.6","20","47","0","0"
"129","서산","2018-12-10 04:00","-5.2","2.1","20","48","0","0"
"129","서산","2018-12-10 05:00","-6","0.7","360","56","4","0"
"129","서산","2018-12-10 06:00","-6","0.9","20","50","7","0"
"129","서산","2018-12-10 07:00","-5.4","0.9","360","51","9","0"
"129","서산","2018-12-10 08:00","-5","1.1","360","49","10","0"
"129","서산","2018-12-10 09:00","-2.5","0.7","360","45","6","0"
"129","서산","2018-12-10 10:00","-0.7","2.4","20","34","6","0"
"129","서산","2018-12-10 11:00","0.6","2.6","20","37","10","0"
"129","서산","2018-12-10 12:00","2","2.9","20","37","4","0"
"129","서산","2018-12-10 13:00","2.6","2.9","20","36","4","0"
"129","서산","2018-12-10 14:00","3.4","2.9","20","34","2","49"
"129","서산","2018-12-10 15:00","3","3.5","360","27","4","245"
"129","서산","2018-12-10 16:00","2.9","2.3","20","32","2","339"
"129","서산","2018-12-10 17:00","1.9","2.1","20","38","1","628"
"129","서산","2018-12-10 18:00","0.2","1","20","45","0","669"
"129","서산","2018-12-10 19:00","0","1.2","20","52","0","649"
"129","서산","2018-12-10 20:00","-1.3","1.1","20","55","0","553"
"129","서산","2018-12-10 21:00","-1.5","0.4","0","50","8","260"
"129","서산","2018-12-10 22:00","-3","0.5","20","62","7","40"
"129","서산","2018-12-10 23:00","-0.5","2.4","20","47","10","0"
"129","서산","2018-12-11 00:00","-0.7","2","20","50","10","0"
"129","서산","2018-12-11 01:00","-1.1","0.4","0","52","10","0"
"129","서산","2018-12-11 02:00","-1.1","1.1","20","53","10","0"
"129","서산","2018-12-11 03:00","-0.6","1.4","20","52","10","0"
"129","서산","2018-12-11 04:00","-0.6","2.5","360","51","10","0"
"129","서산","2018-12-11 05:00","-0.1","1.5","20","41","10","0"
"129","서산","2018-12-11 06:00","-0.1","1.8","50","36","10","0"
"129","서산","2018-12-11 07:00","-0.5","1.3","360","42","10","0"
"129","서산","2018-12-11 08:00","-0.3","1.4","360","41","10","0"
"129","서산","2018-12-11 09:00","0.4","1.7","20","40","10","0"
"129","서산","2018-12-11 10:00","1.2","1.6","50","41","10","0"
"129","서산","2018-12-11 11:00","1.9","2.8","50","51","10","0"
"129","서산","2018-12-11 12:00","1.2","1.8","20","65","10","0"
"129","서산","2018-12-11 13:00","2.3","1.6","20","55","9","0"
"129","서산","2018-12-11 14:00","3.7","1.3","20","57","9","0"
"129","서산","2018-12-11 15:00","3.7","1.9","50","58","8","40"
"129","서산","2018-12-11 16:00","3.6","1.3","50","58","8","69"
"129","서산","2018-12-11 17:00","2.6","1.8","50","61","9","115"
"129","서산","2018-12-11 18:00","1.1","1.4","20","65","7","149"
"129","서산","2018-12-11 19:00","-0.2","0.7","20","71","6","285"
"129","서산","2018-12-11 20:00","-1.6","0.9","20","79","6","211"
"129","서산","2018-12-11 21:00","-0.9","0.1","0","84","9","80"
"129","서산","2018-12-11 22:00","-0.1","0.4","0","82","9","0"
"129","서산","2018-12-11 23:00","1","1.2","20","68","7","0"
"129","서산","2018-12-12 00:00","-1.5","0.1","0","78","4","0"
"129","서산","2018-12-12 01:00","-1","0.6","360","77","9","0"
"129","서산","2018-12-12 02:00","1.7","4.1","340","67","10","0"
"129","서산","2018-12-12 03:00","0.4","2.7","360","65","0","0"
"129","서산","2018-12-12 04:00","0.3","3","360","59","0","0"
"129","서산","2018-12-12 05:00","-0.1","3.3","360","56","0","0"
"129","서산","2018-12-12 06:00","-1.3","1.4","360","60","0","0"
"129","서산","2018-12-12 07:00","-1.9","1.5","20","55","0","0"
"129","서산","2018-12-12 08:00","-2","1.4","20","54","0","0"
"129","서산","2018-12-12 09:00","-0.1","1.8","360","48","0","0"
"129","서산","2018-12-12 10:00","1","4.1","360","47","0","0"
"129","서산","2018-12-12 11:00","1.6","3.9","360","49","0","0"
"129","서산","2018-12-12 12:00","2.3","3.7","360","41","0","0"
"129","서산","2018-12-12 13:00","2.7","3.5","340","39","0","0"
"129","서산","2018-12-12 14:00","2.4","3.5","360","42","0","96"
"129","서산","2018-12-12 15:00","2.3","4.2","340","43","0","305"
"129","서산","2018-12-12 16:00","1.8","3.6","340","45","0","476"
"129","서산","2018-12-12 17:00","0.3","2.6","340","50","0","637"
"129","서산","2018-12-12 18:00","-1.3","0.1","0","59","0","698"
"129","서산","2018-12-12 19:00","-3.1","0.3","0","71","0","678"
"129","서산","2018-12-12 20:00","-3.8","0.2","0","73","0","601"
"129","서산","2018-12-12 21:00","-4.3","1.1","20","77","0","283"
"129","서산","2018-12-12 22:00","-5.2","0.7","20","82","0","43"
"129","서산","2018-12-12 23:00","-5.6","0.3","0","84","0","0"
"129","서산","2018-12-13 00:00","-5.3","0.4","0","87","3","0"
"129","서산","2018-12-13 01:00","-4.3","0.4","0","85","9","0"
"129","서산","2018-12-13 02:00","-3.4","0.7","290","83","8","0"
"129","서산","2018-12-13 03:00","-3","0.1","0","80","9","0"
"129","서산","2018-12-13 04:00","-2.3","1.2","360","80","10","0"
"129","서산","2018-12-13 05:00","-2.3","1.2","70","88","8","0"
"129","서산","2018-12-13 06:00","-2.7","0.6","70","94","10","0"
"129","서산","2018-12-13 07:00","-2.8","0.1","0","97","10","0"
"129","서산","2018-12-13 08:00","-2.7","0.5","290","98","9","0"
"129","서산","2018-12-13 09:00","-0.9","1.4","290","97","6","0"
"129","서산","2018-12-13 10:00","1.4","2.5","290","83","9","0"
"129","서산","2018-12-13 11:00","3.3","1.9","290","75","10","0"
"129","서산","2018-12-13 12:00","3.4","3.5","290","76","8","0"
"129","서산","2018-12-13 13:00","4","6.6","340","67","8","0"
"129","서산","2018-12-13 14:00","2.3","6.4","340","73","8","16"
"129","서산","2018-12-13 15:00","4.4","5.5","340","50","7","21"
"129","서산","2018-12-13 16:00","2.5","5.3","340","57","5","106"
"129","서산","2018-12-13 17:00","0.9","4.4","340","57","3","58"
"129","서산","2018-12-13 18:00","0.4","3.3","340","56","0","118"
"129","서산","2018-12-13 19:00","0.2","2.7","360","56","8","415"
"129","서산","2018-12-13 20:00","0","2.9","360","58","8","346"
"129","서산","2018-12-13 21:00","-0.5","3.9","360","58","9","268"
"129","서산","2018-12-13 22:00","-0.9","3.3","340","59","9","38"
"129","서산","2018-12-13 23:00","-1.1","2.8","360","61","7","0"
"129","서산","2018-12-14 00:00","-1.7","2.4","20","60","8","0"
"129","서산","2018-12-14 01:00","-2.3","1.3","20","63","4","0"
"129","서산","2018-12-14 02:00","-2.9","0.9","50","64","0","0"
"129","서산","2018-12-14 03:00","-4.1","0.6","20","69","0","0"
"129","서산","2018-12-14 04:00","-4.5","0.6","20","71","1","0"
"129","서산","2018-12-14 05:00","-5.4","0.5","360","75","0","0"
"129","서산","2018-12-14 06:00","-6.4","0","0","80","0","0"
"129","서산","2018-12-14 07:00","-5.4","0.2","0","82","9","0"
"129","서산","2018-12-14 08:00","-4.9","0.5","20","74","9","0"
"129","서산","2018-12-14 09:00","-3.4","1.3","20","57","5","0"
"129","서산","2018-12-14 10:00","-2.9","2","50","54","3","0"
"129","서산","2018-12-14 11:00","-1","1.1","20","51","5","0"
"129","서산","2018-12-14 12:00","0.1","2.1","360","53","2","0"
"129","서산","2018-12-14 13:00","0.6","1.9","360","50","1","0"
"129","서산","2018-12-14 14:00","1.2","1.4","360","49","0","120"
"129","서산","2018-12-14 15:00","0.9","2.5","360","42","0","370"
"129","서산","2018-12-14 16:00","0.9","2.8","340","44","0","497"
"129","서산","2018-12-14 17:00","-0.8","2.8","340","54","0","607"
"129","서산","2018-12-14 18:00","-1.9","1","50","61","0","730"
"129","서산","2018-12-14 19:00","-3.7","0.6","50","70","0","719"
"129","서산","2018-12-14 20:00","-4.2","1.2","20","74","0","643"
"129","서산","2018-12-14 21:00","-5.2","0.2","0","83","0","312"
"129","서산","2018-12-14 22:00","-6.1","0.2","0","85","0","62"
"129","서산","2018-12-14 23:00","-6.4","0.3","0","88","0","0"
"129","서산","2018-12-15 00:00","-6.2","0.8","20","85","0","0"
"129","서산","2018-12-15 01:00","-6.9","0.6","20","85","0","0"
"129","서산","2018-12-15 02:00","-5.5","1.1","20","77","0","0"
"129","서산","2018-12-15 03:00","-7.6","0.2","0","85","0","0"
"129","서산","2018-12-15 04:00","-8","0.7","50","86","0","0"
"129","서산","2018-12-15 05:00","-8.2","0.3","0","86","1","0"
"129","서산","2018-12-15 06:00","-8.6","0","0","89","0","0"
"129","서산","2018-12-15 07:00","-8.5","0.9","50","86","0","0"
"129","서산","2018-12-15 08:00","-8.1","0.8","20","85","0","0"
"129","서산","2018-12-15 09:00","-5.3","0.4","0","80","0","0"
"129","서산","2018-12-15 10:00","-1.5","0.8","20","51","1","0"
"129","서산","2018-12-15 11:00","-0.1","0.6","270","39","3","0"
"129","서산","2018-12-15 12:00","1.5","1.2","20","33","5","0"
"129","서산","2018-12-15 13:00","3.3","1.7","50","25","6","0"
"129","서산","2018-12-15 14:00","4","1.2","340","24","4","119"
"129","서산","2018-12-15 15:00","4.4","1.3","360","19","5","327"
"129","서산","2018-12-15 16:00","3.3","0.5","20","27","7","483"
"129","서산","2018-12-15 17:00","2.3","0.9","20","31","9","539"
"129","서산","2018-12-15 18:00","0.9","0.6","20","31","9","643"
"129","서산","2018-12-15 19:00","-1.6","0.3","0","50","8","539"
"129","서산","2018-12-15 20:00","-2.2","0.9","20","48","7","395"
"129","서산","2018-12-15 21:00","-2.1","0.8","20","44","10","217"
"129","서산","2018-12-15 22:00","-3.8","0.9","50","56","9","29"
"129","서산","2018-12-15 23:00","-4.9","0.5","20","68","5","0"
"129","서산","2018-12-16 00:00","-5","1.3","50","66","6","0"
"129","서산","2018-12-16 01:00","-4.2","1.1","340","67","8","0"
"129","서산","2018-12-16 02:00","-3.1","0.8","20","56","10","0"
"129","서산","2018-12-16 03:00","-2.2","0.3","0","56","9","0"
"129","서산","2018-12-16 04:00","-2.1","1.3","20","50","8","0"
"129","서산","2018-12-16 05:00","-3","0.1","0","66","10","0"
"129","서산","2018-12-16 06:00","-2","0.9","50","58","10","0"
"129","서산","2018-12-16 07:00","-1.9","0.8","90","66","10","0"
"129","서산","2018-12-16 08:00","-1.7","0.3","0","65","10","0"
"129","서산","2018-12-16 09:00","-0.7","0.3","0","55","10","0"
